ingredient_type,yield,year,month,day,operations_commencing_year,num_processing_plants,farm_area,deidentified_location,temp_obs,cloudiness,wind_direction,dew_temp,pressure_sea_level,precipitation,wind_speed
0,1.48,2016,11,3,0.0,0.0,291.065099,4,27.8,6.0,300.0,13.3,1014.9,0.0,7.7
2,58.5938,2016,11,9,0.0,0.0,6302.446617,1,11.7,2.0,240.0,2.8,1027.2,0.0,3.6
0,89.825,2016,6,23,1967.0,0.0,9811.671636,3,20.6,0.0,340.0,9.4,1012.4,0.0,3.1
1,645.158,2016,8,15,0.0,0.0,7462.433475,7,23.3,0.0,0.0,21.7,1019.8,0.0,0.0
3,731.416,2016,1,28,0.0,0.0,3995.479321,5,3.3,0.0,230.0,-7.2,1013.5,0.0,4.1
0,518.0,2016,8,6,0.0,0.0,52377.039146,13,25.6,0.0,0.0,22.2,1013.8,0.0,1.5
1,83.9472,2016,5,15,0.0,0.0,3780.873391,13,22.2,0.0,0.0,18.3,1015.3,-1.0,1.5
1,12.942,2016,4,17,1989.0,0.0,13386.021658,6,23.3,4.0,150.0,-4.4,1010.7,0.0,3.6
0,141.0,2016,5,14,0.0,0.0,6604.288464,5,22.8,0.0,230.0,9.4,1005.2,0.0,5.1
2,143.35,2016,6,19,0.0,0.0,25621.997079,13,32.8,2.0,0.0,22.2,1016.3,0.0,2.6
1,155.972,2016,3,23,1968.0,0.0,9181.510587,6,16.7,0.0,350.0,-11.7,1012.1,0.0,6.2
0,49.0,2016,8,18,0.0,0.0,2321.831776,13,29.4,0.0,170.0,23.9,1016.4,0.0,2.1
3,2.9307,2016,12,13,1950.0,0.0,4106.591309,6,20.6,0.0,0.0,4.8,0.0,0.0,0.0
2,36.6,2016,10,14,0.0,0.0,5117.747561,13,21.7,0.0,0.0,21.7,1020.5,0.0,0.0
1,29.6447,2016,5,8,1902.0,0.0,4541.191543,3,10.6,0.0,220.0,8.9,1001.3,0.0,3.1
2,1375.0,2016,6,8,0.0,0.0,24355.078868,1,16.1,4.0,0.0,8.3,1013.6,0.0,0.0
3,0.0,2016,4,14,1967.0,0.0,4587.921752,6,29.4,0.0,260.0,3.3,1007.5,0.0,5.1
1,371.702,2016,7,11,0.0,0.0,2181.455343,5,16.7,0.0,330.0,13.3,1017.1,0.0,2.1
2,61.0,2016,11,4,0.0,0.0,5054.387715,13,20.6,0.0,20.0,18.9,1024.6,0.0,2.1
0,224.0,2016,7,19,0.0,0.0,8101.1416,5,22.8,4.0,290.0,20.6,1016.2,-1.0,1.5
0,52.0,2016,2,16,0.0,0.0,4723.745938,13,9.4,0.0,0.0,4.4,1015.4,0.0,0.0
0,33.2373,2016,12,3,1986.0,0.0,1015.615596,12,13.3,0.0,350.0,8.3,1021.0,0.0,3.1
1,0.0,2016,11,17,0.0,0.0,4420.138934,1,10.6,0.0,140.0,5.0,1003.8,0.0,4.6
0,16.6,2016,11,10,1976.0,6.0,1187.021631,10,11.0,0.0,290.0,6.0,0.0,0.0,9.3
3,136.971,2016,11,27,0.0,0.0,5117.747561,13,16.1,0.0,0.0,10.6,1020.2,0.0,2.6
0,146.16899999999995,2016,3,20,1964.0,15.0,20664.785902,9,12.2,0.0,100.0,10.0,1017.5,0.0,3.1
1,641.0,2016,7,11,0.0,0.0,6038.695,5,19.4,0.0,330.0,13.9,1015.4,0.0,3.6
0,1.7498,2016,6,30,1910.0,8.0,722.878243,9,13.9,0.0,0.0,10.0,1014.2,0.0,0.0
1,11.5964,2016,1,4,1932.0,0.0,14672.449499,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,2016,2,1,1999.0,0.0,5499.8576,12,25.6,4.0,0.0,15.6,1016.7,0.0,1.5
0,188.0,2016,3,29,0.0,0.0,6484.536497,13,16.7,0.0,0.0,12.2,1014.6,0.0,0.0
2,256.2,2016,8,25,0.0,0.0,24355.636286,13,31.1,0.0,0.0,22.8,1014.1,0.0,0.0
0,9.09,2016,4,14,0.0,0.0,24153.758067,1,23.3,2.0,180.0,6.7,1014.8,0.0,7.2
0,38.7,2016,7,3,1900.0,10.0,3559.950057,15,15.5,0.0,260.0,10.2,1018.3,0.0,3.1
0,166.25,2016,1,6,0.0,6.0,17357.99652,0,2.8,0.0,120.0,0.0,1009.0,0.0,2.1
0,25.98,2016,6,14,0.0,0.0,303.514101,4,22.2,0.0,330.0,11.1,1012.5,0.0,5.1
0,59.94,2016,8,31,0.0,0.0,1524.631133,6,37.2,4.0,110.0,12.2,1005.7,0.0,5.1
1,284.935,2016,10,2,0.0,0.0,7028.11195,6,23.3,4.0,110.0,9.4,1011.0,0.0,3.6
0,7.64,2016,10,17,1920.0,8.0,1350.995426,9,17.2,2.0,250.0,13.3,1012.3,0.0,6.2
0,5.62,2016,1,23,1918.0,0.0,1591.614196,6,22.2,0.0,0.0,-6.7,1011.5,0.0,2.1
1,0.0,2016,6,25,0.0,0.0,6582.363356,1,27.2,2.0,160.0,17.2,1013.4,0.0,4.1
0,19.44,2016,10,27,0.0,0.0,750.563337,13,30.6,0.0,110.0,17.2,1020.4,0.0,3.1
1,812.252,2016,1,13,0.0,0.0,24355.636286,13,16.7,0.0,0.0,5.6,1023.2,0.0,3.1
0,0.21,2016,12,7,0.0,0.0,2590.971767,11,13.2,8.0,150.0,10.9,1017.1,0.0,6.0
0,37.0667,2016,4,27,0.0,0.0,3044.059698,7,18.9,0.0,30.0,14.4,1010.1,0.0,6.2
0,24.18,2016,4,22,1935.0,0.0,3051.027423,6,21.1,4.0,90.0,0.6,1008.8,0.0,4.6
1,521.373,2016,6,6,0.0,0.0,18546.040084,13,22.8,0.0,0.0,14.4,1011.8,0.0,0.0
0,739.52,2016,12,15,0.0,0.0,50664.743953,1,-20.6,2.0,270.0,-25.0,1033.4,0.0,2.6
1,1.7919999999999998,2016,12,8,1975.0,0.0,6131.505097,3,0.6,0.0,0.0,-5.0,1014.5,0.0,1.5
0,54.85,2016,5,27,1951.0,0.0,8696.464024,3,16.1,0.0,150.0,14.4,1016.4,0.0,1.5
0,3.5,2016,4,4,0.0,0.0,6021.04343,1,3.3,2.0,0.0,-8.3,1026.6,0.0,2.1
0,143.0,2016,5,30,0.0,0.0,44779.153097,13,27.2,0.0,170.0,18.9,1015.3,0.0,3.1
1,83.9664,2016,7,6,0.0,0.0,1561.234915,1,30.0,2.0,0.0,12.8,1009.2,0.0,3.1
1,33.8673,2016,2,8,1970.0,0.0,2335.488517,6,13.9,0.0,0.0,-1.7,1020.2,0.0,0.0
0,175.49900000000005,2016,9,27,0.0,0.0,26702.087357,5,18.3,4.0,280.0,15.6,1014.0,0.0,2.1
1,0.0,2016,1,18,1979.0,17.0,70999.910011,2,-7.4,0.0,70.0,-9.8,1005.7,0.0,4.1
2,0.0,2016,4,2,0.0,0.0,26212.767256,13,22.2,0.0,0.0,3.9,1023.4,0.0,0.0
0,163.71,2016,3,26,0.0,0.0,537.258049,4,9.4,0.0,330.0,0.6,1019.8,0.0,7.7
0,2707.0,2016,3,24,0.0,0.0,26718.345382,1,7.2,0.0,350.0,-10.0,1011.6,0.0,6.2
0,131.0,2016,2,29,0.0,0.0,7705.281917,13,18.9,0.0,0.0,16.1,1019.6,0.0,1.5
0,29.1667,2016,11,3,0.0,5.0,458.383402,8,25.0,0.0,40.0,18.3,1021.9,-1.0,5.7
0,118.794,2016,6,9,0.0,5.0,1540.703352,8,23.9,0.0,0.0,22.2,1014.2,-1.0,0.0
0,69.47,2016,5,25,0.0,0.0,13378.032,4,17.2,0.0,180.0,13.9,1018.3,0.0,3.1
2,106.75,2016,11,20,0.0,0.0,4864.122371,13,8.3,0.0,0.0,2.2,1031.1,0.0,0.0
3,382.079,2016,12,5,0.0,0.0,3995.479321,5,8.3,0.0,340.0,0.6,1015.3,0.0,5.1
2,47.6912,2016,4,2,1912.0,0.0,2918.547745,3,7.2,0.0,310.0,2.8,997.9,0.0,4.1
1,263.518,2016,1,23,0.0,0.0,24355.636286,13,2.8,0.0,0.0,-1.7,1027.3,0.0,0.0
0,0.31,2016,10,20,1929.0,7.0,389.170667,9,11.7,2.0,40.0,8.3,1020.5,0.0,1.5
0,30.5,2016,7,1,1966.0,7.0,10133.023113,10,13.0,0.0,270.0,9.0,0.0,0.0,8.2
0,5.9,2016,4,5,1966.0,5.0,3211.006389,10,11.0,0.0,260.0,7.0,0.0,0.0,6.2
3,22.686,2016,12,5,0.0,6.0,2147.174136,0,-1.1,0.0,360.0,-14.4,1014.3,0.0,4.6
3,100.0,2016,5,28,2007.0,11.0,8468.015546999999,15,18.6,0.0,40.0,10.0,1013.5,0.0,3.6
0,401.925,2016,2,3,1981.0,0.0,4952.008609,3,11.1,0.0,180.0,8.3,1005.9,0.0,5.7
0,281.761,2016,10,14,2002.0,0.0,3866.344151,12,27.2,0.0,50.0,20.0,1021.1,-1.0,5.1
0,423.057,2016,5,12,0.0,0.0,14150.241736,1,12.2,4.0,300.0,11.1,1015.6,0.0,1.5
0,26.0,2016,2,19,1966.0,6.0,12731.984538,10,4.0,0.0,250.0,3.0,0.0,0.0,2.6
1,1463.71,2016,7,26,2003.0,0.0,26286.532238,6,35.6,0.0,320.0,12.8,1006.9,0.0,6.2
0,861.0,2016,1,21,0.0,0.0,69275.072913,13,11.1,0.0,0.0,10.0,0.0,-1.0,0.0
0,75.18,2016,3,4,1968.0,0.0,12244.336691,6,22.8,0.0,0.0,-2.8,1012.5,0.0,0.0
1,1564.52,2016,3,1,0.0,0.0,23876.071,7,10.6,0.0,210.0,-6.1,1017.2,0.0,1.5
0,25.207,2016,12,14,0.0,0.0,980.962777,1,-13.9,0.0,240.0,-18.9,1019.5,0.0,4.1
2,0.0,2016,10,25,0.0,0.0,7212.245696,13,20.6,0.0,0.0,17.2,1021.9,0.0,2.1
2,2208.0,2016,10,28,0.0,0.0,30925.922252,1,11.1,0.0,160.0,8.3,1008.6,0.0,5.7
1,955.177,2016,9,5,1989.0,0.0,23668.525698,6,38.3,0.0,0.0,0.0,1001.4,0.0,0.0
0,1691.72,2016,11,10,1996.0,0.0,15027.524765,12,17.8,0.0,350.0,16.1,1018.8,0.0,2.1
0,284.218,2016,10,1,2002.0,0.0,3969.838093,12,22.8,2.0,120.0,21.7,1016.3,0.0,2.6
0,0.21,2016,9,4,1910.0,8.0,371.612,9,18.3,2.0,280.0,12.2,1011.7,0.0,2.6
0,158.82,2016,5,25,1966.0,0.0,32129.294811,6,30.6,0.0,280.0,-1.1,1008.5,0.0,6.7
0,0.0,2016,2,11,1968.0,0.0,2272.035768,12,3.3,2.0,0.0,0.6,1026.9,0.0,0.0
0,145.23,2016,11,25,1940.0,0.0,25204.5839,4,8.3,0.0,60.0,5.0,1025.1,0.0,1.5
1,236.649,2016,7,9,1914.0,0.0,4559.493434,6,38.3,2.0,0.0,6.1,1012.1,0.0,0.0
0,103.0,2016,12,12,0.0,0.0,7796.326857,1,-17.8,4.0,240.0,-21.1,0.0,0.0,4.6
0,13.0,2016,5,21,0.0,0.0,3234.789557,13,26.7,0.0,110.0,22.2,1015.4,0.0,2.1
1,0.0,2016,2,18,1907.0,0.0,400.783542,6,15.6,0.0,80.0,1.1,1009.6,0.0,3.6
0,608.0,2016,7,22,1968.0,0.0,10360.356754,3,32.8,0.0,310.0,20.0,1010.9,0.0,6.7
0,38.1667,2016,3,21,0.0,0.0,4367.091321,7,3.3,0.0,0.0,-0.6,1013.6,0.0,0.0
0,17.87,2016,2,21,0.0,0.0,2173.186976,6,23.9,0.0,0.0,-1.1,1013.6,0.0,0.0
0,28.9279,2016,6,9,0.0,5.0,2567.83892,8,23.9,4.0,0.0,22.2,1013.6,0.0,0.0
2,46.875,2016,8,2,0.0,0.0,12876.541606,1,23.3,0.0,150.0,21.1,1015.2,0.0,2.1
0,85.53,2016,2,2,2001.0,0.0,5582.169658,6,3.9,2.0,260.0,-3.3,1018.9,0.0,2.6
0,147.257,2016,5,13,0.0,0.0,2590.971767,11,10.9,6.0,50.0,6.8,1017.2,0.0,5.0
0,310.022,2016,2,28,0.0,0.0,4696.432456,1,3.9,0.0,0.0,1.7,996.0,0.0,0.0
1,427.9980000000001,2016,11,15,0.0,0.0,5782.468526,5,13.3,0.0,350.0,6.7,1007.5,0.0,5.1
0,69.5,2016,12,21,1998.0,12.0,4606.966867,15,10.2,0.0,200.0,8.2,1021.4,0.0,3.6
0,1008.0,2016,12,12,2009.0,15.0,14372.651518,9,13.3,0.0,110.0,6.7,1022.0,0.0,1.5
0,58.7002,2016,7,8,2007.0,0.0,36012.733114,12,36.1,4.0,0.0,20.0,1017.4,0.0,2.6
0,13.5,2016,11,6,1956.0,12.0,2937.035442,15,5.4,0.0,340.0,3.0,1007.2,0.0,4.1
0,54.593,2016,7,1,0.0,0.0,8099.933860999999,1,23.3,4.0,350.0,7.8,1020.4,0.0,2.6
2,51.85,2016,4,12,0.0,0.0,3546.386219,13,21.1,0.0,0.0,16.7,1016.4,0.0,2.1
0,119.675,2016,11,2,2000.0,0.0,10345.67808,3,10.0,4.0,170.0,6.1,1022.9,0.0,5.1
0,544.0,2016,1,10,0.0,0.0,16890.229915,13,0.6,0.0,340.0,-3.9,1026.6,0.0,2.1
0,167.0,2016,7,7,0.0,0.0,20071.69315,13,30.6,0.0,160.0,20.0,1011.6,0.0,4.1
0,33.3,2016,8,15,1953.0,0.0,3673.198814,3,23.9,0.0,0.0,18.9,1022.4,0.0,0.0
0,792.243,2016,8,28,0.0,0.0,23175.303671,1,28.9,2.0,190.0,18.9,1018.5,0.0,4.6
3,0.0,2016,7,23,1958.0,17.0,12976.969749,15,21.0,0.0,210.0,13.6,1020.2,0.0,5.1
3,1993.23,2016,1,15,0.0,0.0,22990.798313,5,1.1,0.0,90.0,-3.3,1012.2,0.0,1.5
3,0.0,2016,10,2,1956.0,0.0,8019.665669,6,25.0,0.0,50.0,18.9,1011.8,18.0,3.1
2,1276.52,2016,11,17,1975.0,0.0,6100.289689,3,6.7,0.0,300.0,5.6,1017.9,0.0,5.1
2,57.95,2016,8,6,0.0,0.0,21365.181619,13,34.4,0.0,130.0,21.7,1011.0,0.0,2.6
0,38.5,2016,11,15,1960.0,13.0,5245.953701,15,13.4,0.0,210.0,12.3,1026.1,0.0,3.1
0,99.926,2016,7,1,0.0,0.0,14592.27421,1,18.3,2.0,40.0,11.1,1017.6,0.0,5.7
0,37.75,2016,2,9,1958.0,8.0,2801.95448,9,19.4,0.0,140.0,6.1,1021.5,0.0,2.1
1,207.982,2016,4,4,0.0,0.0,6507.111926,7,21.7,0.0,320.0,3.9,1007.4,0.0,8.2
0,11.6667,2016,8,27,0.0,5.0,527.68904,8,26.1,0.0,20.0,22.8,1014.3,0.0,3.1
0,31.7015,2016,12,1,1986.0,0.0,375.142314,12,28.9,6.0,210.0,19.4,1014.3,0.0,6.2
0,446.4,2016,5,8,1955.0,12.0,6099.732271,15,26.2,0.0,130.0,9.0,1006.5,0.0,6.7
0,23.0,2016,3,8,0.0,0.0,2217.687513,5,20.6,0.0,210.0,0.6,1018.0,0.0,1.5
1,53.3154,2016,3,2,0.0,0.0,5054.387715,13,11.7,0.0,0.0,1.1,1022.5,0.0,0.0
0,67.54,2016,9,19,0.0,0.0,2287.086054,4,22.8,0.0,130.0,22.2,1016.8,43.0,4.1
0,1.5,2016,11,8,0.0,5.0,274.621268,8,16.1,0.0,20.0,13.9,1021.1,0.0,3.1
1,77.3857,2016,8,13,0.0,0.0,8094.731293,1,19.4,4.0,0.0,18.3,1011.3,0.0,0.0
1,31.6517,2016,5,3,0.0,0.0,2418.543799,13,12.8,0.0,0.0,10.0,1019.8,0.0,0.0
0,1489.54,2016,3,24,0.0,9.0,14000.017585,2,-2.5,0.0,80.0,-11.5,1024.1,0.0,5.7
0,178.567,2016,7,17,0.0,0.0,3343.57897,7,31.7,0.0,190.0,19.4,1020.3,0.0,4.1
0,116.542,2016,9,6,0.0,5.0,1549.807846,8,23.3,0.0,30.0,20.0,1019.7,0.0,4.1
2,320.312,2016,9,19,0.0,0.0,5423.398431,1,22.2,4.0,230.0,14.4,1008.5,0.0,5.7
0,365.0,2016,10,29,0.0,0.0,21733.449111,13,18.3,0.0,0.0,16.7,1020.1,0.0,0.0
3,100.0,2016,6,5,0.0,8.0,1320.987757,15,12.1,0.0,20.0,11.5,1020.4,0.0,3.1
0,19.2,2016,9,21,0.0,0.0,750.563337,13,28.3,0.0,140.0,22.2,1016.0,0.0,2.1
0,20.179,2016,2,20,0.0,0.0,4931.012531,1,2.8,0.0,260.0,0.0,1012.7,0.0,5.7
0,154.194,2016,6,29,0.0,0.0,5931.577841,1,21.1,2.0,110.0,10.6,1019.9,0.0,4.1
0,106.5,2016,4,7,0.0,0.0,7785.2714,4,17.8,0.0,230.0,3.9,996.8,0.0,7.2
0,5.11,2016,1,15,0.0,0.0,713.030525,4,5.6,0.0,210.0,-1.1,1014.2,0.0,1.5
0,1.1667,2016,7,13,0.0,5.0,593.835976,8,26.7,0.0,0.0,21.7,1021.0,-1.0,0.0
0,519.23,2016,8,18,2009.0,0.0,51394.86863,6,32.8,6.0,40.0,13.9,1010.3,0.0,3.6
0,4.0,2016,11,1,0.0,0.0,6185.946255,1,12.8,8.0,180.0,10.6,1003.5,0.0,5.1
0,129.28,2016,9,9,0.0,0.0,6169.130812,4,33.9,0.0,260.0,19.4,1014.3,0.0,1.5
0,9.425,2016,7,2,0.0,0.0,3115.03759,11,8.8,3.0,240.0,6.6,1007.6,0.0,8.0
0,40.8864,2016,7,4,0.0,0.0,3675.056874,7,18.9,0.0,200.0,17.2,1018.8,0.0,2.1
1,2976.0,2016,8,20,0.0,0.0,6491.690028,5,26.7,0.0,100.0,21.1,1012.9,0.0,4.6
1,0.0,2016,1,30,0.0,0.0,7646.102706,1,-0.6,0.0,210.0,-2.8,1000.8,0.0,2.6
3,288.983,2016,8,1,0.0,0.0,10606.363898,5,22.8,0.0,80.0,20.0,1017.3,0.0,3.6
2,167.75,2016,7,26,0.0,0.0,12776.206366,13,33.3,4.0,0.0,21.7,1011.6,0.0,0.0
1,198.422,2016,10,24,0.0,0.0,820.890908,5,15.0,0.0,300.0,-0.6,1015.8,0.0,4.1
0,386.39,2016,8,28,2005.0,0.0,17043.98438,6,25.6,2.0,140.0,11.7,1011.9,0.0,2.6
0,37.0,2016,7,7,0.0,0.0,2272.686089,13,26.1,0.0,190.0,23.3,1012.7,0.0,3.6
0,0.0,2016,4,9,1968.0,0.0,2272.035768,12,18.9,0.0,270.0,13.3,1016.1,0.0,3.6
0,73.87,2016,11,29,2011.0,0.0,1994.813216,4,14.4,0.0,0.0,13.9,1009.4,-1.0,0.0
1,527.844,2016,8,15,0.0,0.0,22083.228906,13,22.8,0.0,0.0,22.2,1015.9,33.0,1.5
0,22.0417,2016,9,5,0.0,5.0,2567.83892,8,23.3,0.0,360.0,23.3,1018.7,0.0,1.5
0,149.161,2016,11,4,0.0,0.0,3447.351621,1,5.6,0.0,0.0,3.3,1028.7,0.0,0.0
1,50.713,2016,3,6,0.0,0.0,1892.619916,13,16.1,0.0,0.0,14.4,1021.0,0.0,2.1
0,23.0,2016,11,6,0.0,0.0,2321.831776,13,22.8,0.0,330.0,18.9,0.0,0.0,3.6
0,45.6,2016,2,10,0.0,9.0,5960.006159,10,5.0,0.0,290.0,3.0,0.0,0.0,11.3
0,487.0,2016,2,11,0.0,0.0,37324.058959,7,-5.6,2.0,280.0,-16.7,1016.0,0.0,3.6
1,42.6242,2016,12,20,0.0,0.0,7212.245696,13,2.2,0.0,0.0,-5.0,1034.7,0.0,0.0
0,118.6,2016,4,17,0.0,0.0,2837.536329,6,21.7,2.0,60.0,-2.8,1014.5,0.0,5.1
3,0.0,2016,11,18,0.0,0.0,4781.810313,5,20.6,0.0,310.0,0.6,1017.0,0.0,1.5
1,386.959,2016,9,24,0.0,0.0,7954.633569,13,30.6,2.0,130.0,22.2,1012.0,0.0,4.6
1,223.24400000000003,2016,10,21,0.0,0.0,13306.310884,1,5.6,0.0,220.0,-1.1,1025.0,0.0,2.6
0,61.0,2016,7,25,0.0,0.0,9670.180367,5,26.1,0.0,180.0,18.3,1013.0,0.0,2.1
1,463.978,2016,10,7,0.0,0.0,20255.083672,13,28.3,2.0,0.0,21.1,1017.7,0.0,3.1
1,573.352,2016,8,3,0.0,0.0,9654.851372,13,33.3,0.0,0.0,22.8,1016.7,0.0,2.6
0,8.5,2016,8,2,1923.0,8.0,1716.290022,9,15.6,0.0,0.0,12.8,1016.7,0.0,1.5
0,1213.88,2016,3,20,0.0,0.0,62385.014821,1,-1.7,2.0,0.0,-5.0,1026.8,0.0,0.0
3,4.3312,2016,5,8,0.0,0.0,10746.647428,5,10.0,9.0,190.0,9.4,1006.2,0.0,3.1
0,480.0,2016,3,27,0.0,0.0,1161.2875,5,5.0,0.0,110.0,1.7,1027.7,0.0,1.5
1,551.87,2016,8,3,1912.0,0.0,5583.4703,3,17.8,0.0,130.0,16.1,1020.5,0.0,1.5
1,759.696,2016,11,8,0.0,0.0,31275.79495,1,14.4,0.0,250.0,7.8,1021.0,0.0,3.6
0,213.22,2016,8,11,2013.0,0.0,21832.205,4,28.3,8.0,190.0,23.3,1021.1,0.0,4.6
2,227.361,2016,4,26,0.0,0.0,25900.891885,7,23.9,0.0,190.0,11.1,1009.9,0.0,7.2
0,707.648,2016,7,27,0.0,0.0,50664.743953,1,26.1,0.0,140.0,20.0,1013.6,0.0,2.1
2,1039.45,2016,2,28,0.0,0.0,5782.468526,5,3.3,0.0,240.0,-4.4,1015.8,0.0,3.1
3,0.0,2016,4,10,0.0,0.0,8892.396451,6,22.8,0.0,270.0,2.2,1007.3,0.0,5.1
1,365.893,2016,2,24,0.0,0.0,22263.089114,13,17.8,0.0,310.0,-3.3,1021.6,0.0,4.1
1,64.6749,2016,11,19,1991.0,0.0,12236.25413,6,16.7,0.0,0.0,-8.3,1018.5,0.0,0.0
0,9.54,2016,8,4,0.0,5.0,2639.002618,11,14.6,7.0,260.0,11.9,1002.9,0.0,9.0
2,5250.0,2016,8,3,0.0,0.0,11042.264774,1,26.7,2.0,120.0,22.2,1016.9,0.0,2.6
0,1082.76,2016,12,29,1976.0,0.0,42888.391241,4,3.9,8.0,200.0,2.2,1014.7,-1.0,3.1
0,0.0,2016,2,17,1970.0,0.0,9896.306269,12,15.0,0.0,290.0,10.0,1016.0,0.0,4.6
0,195.533,2016,8,14,1982.0,0.0,3100.17311,12,27.2,0.0,340.0,24.4,1017.8,-1.0,2.6
0,107.5,2016,9,11,1976.0,6.0,4391.989325,10,18.0,0.0,180.0,11.0,0.0,0.0,5.1
0,379.68,2016,6,13,0.0,0.0,3195.8632,4,20.6,6.0,320.0,5.6,1012.7,0.0,5.7
1,0.0,2016,11,27,0.0,0.0,9493.850473,1,2.2,4.0,0.0,0.6,1016.5,0.0,0.0
1,381.789,2016,7,29,0.0,0.0,7954.633569,13,34.4,2.0,0.0,22.8,1014.8,0.0,2.6
0,17.0,2016,4,23,0.0,0.0,3229.122474,13,26.7,0.0,110.0,11.1,1013.7,0.0,3.6
2,1191.41,2016,12,27,0.0,0.0,12033.911396,1,-7.8,0.0,290.0,-11.7,1020.9,-1.0,3.6
3,58.6142,2016,3,18,2007.0,0.0,5885.219244,6,15.0,0.0,90.0,-3.9,1008.5,0.0,3.1
2,834.574,2016,12,20,0.0,0.0,8686.4305,7,-5.0,0.0,350.0,-9.4,1035.6,0.0,1.5
1,2493.16,2016,3,25,0.0,0.0,22990.798313,5,17.2,0.0,330.0,3.3,1009.9,0.0,5.7
0,0.0,2016,5,20,1995.0,23.0,26999.934375,2,10.1,0.0,200.0,7.1,1022.5,0.0,0.5
3,0.0,2016,9,19,1991.0,0.0,12236.25413,6,26.7,0.0,90.0,1.1,1010.3,0.0,3.1
0,447.542,2016,2,15,0.0,5.0,8573.832064,8,20.0,0.0,120.0,12.2,1020.7,0.0,6.7
3,2.9307,2016,11,24,1914.0,0.0,4559.493434,6,21.1,4.0,240.0,3.3,1015.4,0.0,2.6
2,3320.31,2016,4,4,0.0,0.0,9770.329801,1,3.3,2.0,0.0,-8.3,1026.6,0.0,2.1
2,10343.8,2016,5,13,0.0,0.0,26718.345382,1,8.9,0.0,300.0,1.1,1016.0,0.0,9.3
0,16.477,2016,11,26,0.0,0.0,6837.382091,1,0.6,0.0,140.0,-1.1,1025.8,0.0,2.1
2,324.226,2016,4,18,0.0,0.0,3675.056874,7,13.9,0.0,0.0,2.8,1026.4,0.0,0.0
0,256.643,2016,11,25,1974.0,0.0,7799.857171,12,19.4,6.0,0.0,16.7,1023.4,0.0,0.0
0,0.0,2016,2,21,0.0,0.0,5183.9874,11,10.8,8.0,240.0,10.2,1002.8,0.0,12.0
2,696.7610000000002,2016,4,2,1956.0,0.0,6381.785779,3,4.4,0.0,220.0,0.6,1002.7,0.0,2.1
0,31.19,2016,5,21,1967.0,0.0,4587.921752,6,36.1,2.0,210.0,-1.7,1002.0,0.0,8.2
1,282.368,2016,10,23,0.0,0.0,13014.967076,6,29.4,0.0,0.0,6.1,1009.4,0.0,0.0
0,17.0,2016,1,7,0.0,0.0,3229.122474,13,11.1,0.0,0.0,10.6,1015.1,-1.0,0.0
1,1119.66,2016,6,19,0.0,0.0,20071.69315,13,27.8,0.0,0.0,22.2,1016.3,0.0,2.1
0,239.0,2016,3,22,0.0,0.0,9670.180367,5,9.4,0.0,270.0,-7.2,1021.6,0.0,5.7
3,6.2237,2016,2,24,0.0,6.0,6913.84126,0,-3.3,0.0,180.0,-7.2,1027.9,0.0,2.6
0,11.32,2016,10,7,0.0,0.0,1466.566758,6,19.4,2.0,0.0,5.0,1012.2,0.0,0.0
0,276.8,2016,11,23,1964.0,0.0,13293.768979,6,21.1,2.0,0.0,4.4,1017.5,0.0,1.5
1,0.0,2016,12,9,1964.0,10.0,14000.017585,2,-5.1,0.0,310.0,-9.6,1019.9,0.0,6.7
0,105.55,2016,7,25,0.0,0.0,14592.27421,1,25.0,2.0,290.0,17.2,1013.1,0.0,3.6
2,1234.38,2016,10,18,0.0,0.0,9770.329801,1,11.7,0.0,260.0,10.6,1001.6,0.0,1.5
0,78.325,2016,1,29,1947.0,0.0,8173.327231,3,0.0,0.0,170.0,-5.6,999.2,0.0,2.1
0,231.551,2016,12,8,0.0,0.0,18212.982829,1,-5.0,8.0,320.0,-10.6,1030.1,-1.0,8.8
2,248.584,2016,7,8,1975.0,0.0,6131.505097,3,28.9,4.0,320.0,19.4,1008.2,0.0,4.1
0,306.128,2016,8,17,1969.0,0.0,6003.298957,12,25.0,2.0,60.0,23.9,1021.4,0.0,2.1
2,210.93,2016,8,2,0.0,0.0,1994.534507,5,25.0,0.0,90.0,18.3,1018.4,0.0,4.6
0,92.075,2016,11,17,1962.0,0.0,4364.675843,3,7.8,0.0,290.0,6.7,1013.9,0.0,4.1
1,265.18,2016,6,9,0.0,0.0,4276.975411,5,16.1,0.0,320.0,5.0,1011.9,0.0,6.2
3,271.373,2016,12,24,0.0,0.0,6320.19109,14,3.2,0.0,280.0,0.7,1013.0,0.0,3.6
0,25.75,2016,11,21,1999.0,6.0,3235.346975,9,8.3,0.0,0.0,8.3,1014.5,0.0,0.0
0,178.648,2016,10,23,0.0,0.0,1561.234915,1,8.9,0.0,120.0,5.0,1013.2,0.0,1.5
0,21.7737,2016,12,21,2016.0,0.0,209.96078,12,17.8,0.0,10.0,13.9,1024.4,0.0,5.1
0,13.05,2016,5,15,0.0,0.0,857.123078,4,11.7,0.0,290.0,-2.2,1015.4,0.0,10.3
0,2.64,2016,1,1,0.0,0.0,750.563337,13,7.2,0.0,360.0,0.6,1032.2,0.0,2.6
1,234.457,2016,6,28,0.0,5.0,16116.719537,0,24.4,0.0,0.0,4.4,1013.9,0.0,0.0
